Дата;Наименование препарата как у нас;Наименование препарата как у аптеки;Наименование АС;Ссылка на препарат;Город;Цена
25-03-2022;;БиВелл Ингалятор (небулайзер) компрессорный PRO-110;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 1998 ₽
25-03-2022;;Арбидол максимум капсулы 200мг №10;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 526 ₽
25-03-2022;;Гриппферон капли 10тыс.МЕ/мл флакон 10мл;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 251 ₽
25-03-2022;;Урефрон таблетки №50;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 307 ₽
25-03-2022;;Оксифрин спрей назальный 22,5мкг/доза флакон 15мл;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 198 ₽
25-03-2022;;Тест для определения беременности №2;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 101 ₽
25-03-2022;;Витамин Д3 2000МЕ + К2 100 мкг таблетки с 3-х лет №60;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 338 ₽
25-03-2022;;Гептрал таблетки 400мг №20;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 1721 ₽
25-03-2022;;Седафитон (Фитоспокоин) таблетки №30;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 228 ₽
25-03-2022;;Тонометр А-23 автоматический на плечо с адаптером увеличенная манжета 25-36см;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 2048 ₽
25-03-2022;;Пеленки впитывающие 60х90см №30;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 878 ₽
25-03-2022;;Антацидин таблетки жевательные №27;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 204 ₽
25-03-2022;;Шампунь против перхоти с кетоконазолом 150мл;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 298 ₽
25-03-2022;;Витамин Д3 2000МЕ капсулы №30;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 307 ₽
25-03-2022;;Мирролластин раствор для местного применения 0,01% флакон 150мл;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 299 ₽
25-03-2022;;Эссенциале форте Н капсулы 300мг №90;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 1528 ₽
25-03-2022;;Гель для тела Нормафлекс MSM 75мл;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 238 ₽
25-03-2022;;Сироп Подорожника Бронхинорм флакон 150мл;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 122 ₽
25-03-2022;;Вижн Форте комплекс лютеином, зеаксантином и экстрактом черники таблетки №30;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 328 ₽
25-03-2022;;Салфетки влажные антибактериальные №15;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D0%BC%D0%B0%D0%B2%D0%B8%D1%81%D0%BA%D0%BE%D0%BD;Москва;Клубная цена 46 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 3012 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 4661 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1556 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1524 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 3273 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2001 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2106 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 3480 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2786 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1963 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 921 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2738 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1550 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 998 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 3265 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2032 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1563 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 498 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2682 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 948 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 798 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;По акции 594 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2720 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1248 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1537 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1088 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1458 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 372 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1379 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 330 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2641 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1408 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 788 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 928 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 1075 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 5663 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2532 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%81%D0%BA;Москва;Клубная цена 2697 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%82%D1%80%D0%B8%20%D0%B8%D0%BD%D0%B6;Москва;Клубная цена 726 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%82%D1%80%D0%B8%20%D0%B8%D0%BD%D0%B6;Москва;Клубная цена 312 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%82%D1%80%D0%B8%20%D0%B8%D0%BD%D0%B6;Москва;Клубная цена 1399 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B0%D1%82%D1%80%D0%B8%20%D0%B8%D0%BD%D0%B6;Москва;Клубная цена 5 ₽
25-03-2022;;БиВелл Ингалятор (небулайзер) компрессорный PRO-110;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 1998 ₽
25-03-2022;;Арбидол максимум капсулы 200мг №10;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 526 ₽
25-03-2022;;Гриппферон капли 10тыс.МЕ/мл флакон 10мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 251 ₽
25-03-2022;;Урефрон таблетки №50;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 307 ₽
25-03-2022;;Оксифрин спрей назальный 22,5мкг/доза флакон 15мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 198 ₽
25-03-2022;;Тест для определения беременности №2;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 101 ₽
25-03-2022;;Витамин Д3 2000МЕ + К2 100 мкг таблетки с 3-х лет №60;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 338 ₽
25-03-2022;;Гептрал таблетки 400мг №20;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 1721 ₽
25-03-2022;;Седафитон (Фитоспокоин) таблетки №30;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 228 ₽
25-03-2022;;Тонометр А-23 автоматический на плечо с адаптером увеличенная манжета 25-36см;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 2048 ₽
25-03-2022;;Пеленки впитывающие 60х90см №30;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 878 ₽
25-03-2022;;Антацидин таблетки жевательные №27;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 204 ₽
25-03-2022;;Шампунь против перхоти с кетоконазолом 150мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 298 ₽
25-03-2022;;Витамин Д3 2000МЕ капсулы №30;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 307 ₽
25-03-2022;;Мирролластин раствор для местного применения 0,01% флакон 150мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 299 ₽
25-03-2022;;Эссенциале форте Н капсулы 300мг №90;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 1528 ₽
25-03-2022;;Гель для тела Нормафлекс MSM 75мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 238 ₽
25-03-2022;;Сироп Подорожника Бронхинорм флакон 150мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 122 ₽
25-03-2022;;Вижн Форте комплекс лютеином, зеаксантином и экстрактом черники таблетки №30;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 328 ₽
25-03-2022;;Салфетки влажные антибактериальные №15;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B5%D0%BB%D0%B0%D1%80%D1%82%D1%80%D0%BE;Москва;Клубная цена 46 ₽
25-03-2022;;;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 2570 ₽
25-03-2022;;БиВелл Ингалятор (небулайзер) компрессорный PRO-110;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 1998 ₽
25-03-2022;;Арбидол максимум капсулы 200мг №10;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 526 ₽
25-03-2022;;Гриппферон капли 10тыс.МЕ/мл флакон 10мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 251 ₽
25-03-2022;;Урефрон таблетки №50;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 307 ₽
25-03-2022;;Оксифрин спрей назальный 22,5мкг/доза флакон 15мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 198 ₽
25-03-2022;;Тест для определения беременности №2;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 101 ₽
25-03-2022;;Витамин Д3 2000МЕ + К2 100 мкг таблетки с 3-х лет №60;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 338 ₽
25-03-2022;;Гептрал таблетки 400мг №20;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 1721 ₽
25-03-2022;;Седафитон (Фитоспокоин) таблетки №30;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 228 ₽
25-03-2022;;Тонометр А-23 автоматический на плечо с адаптером увеличенная манжета 25-36см;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 2048 ₽
25-03-2022;;Пеленки впитывающие 60х90см №30;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 878 ₽
25-03-2022;;Антацидин таблетки жевательные №27;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 204 ₽
25-03-2022;;Шампунь против перхоти с кетоконазолом 150мл;Апрель;https://apteka-april.ru/search/%D0%B1%D0%B8%D0%BE%D0%B2%D0%B8%D1%81%D0%BA%20%D0%BE%D1%80%D1%82%D0%BE;Москва;Клубная цена 298 ₽
